"Avg_mode_power","Star Rating Index"
93,"6.012924571152087"
159.1,"6.1810066679482025"
63.94,"5.293361671010193"
159.1,"6.1810066679482025"
77,"5.01324516028287"
146,"5.598455473847803"
156,"4.076463412951497"
28,"6.04521473860549"
39,"4.56011124992726"
39,"4.56011124992726"
39,"4.56011124992726"
39,"4.56011124992726"
76.9,"3.76743730294677"
24.01,"4.798447235076666"
102,"4.582585898004297"
102,"4.582585898004297"
132,"4.829210606366519"
132,"4.829210606366519"
160,"5.189895201395687"
160,"5.189895201395687"
206,"5.263161496732867"
206,"5.263161496732867"
68,"4.085735586348889"
24.37,"4.748928276892544"
39.33,"4.570054909528788"
122,"4.227886810654365"
18,"6.010103150137152"
18,"6.010103150137152"
50.6,"6.371851645208939"
53.64,"6.453747698931702"
22,"5.171129579153095"
35,"5.0108741865239335"
50,"5.112434496987815"
137.7,"4.638914904128455"
49.98,"4.636007606228578"
134.4,"4.016518199742423"
53.5,"4.984128291468626"
76,"4.66426124850342"
75.2,"5.2888840563711685"
99,"5.568694892285492"
119.8,"5.674342105702985"
28,"5.570054909528788"
86.3,"4.019291093555415"
126,"5.037686340309588"
126,"5.037686340309588"
126,"5.037686340309588"
126,"5.037686340309588"
126,"5.037686340309588"
126,"5.037686340309588"
126,"5.037686340309588"
